,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
944602,4/26/2017 1:14,4/26/2017 1:33,1133.288,Union Market/6th St & Neal Pl NE,5th & F St NW,Subscriber
968507,4/27/2017 10:21,4/27/2017 10:51,1795.519,17th & Corcoran St NW,8th & F St NW,Customer
1386511,6/3/2017 6:27,6/3/2017 7:31,3836.307,Georgetown Harbor / 30th St NW,Lincoln Memorial,Subscriber
39698,1/10/2017 15:39,1/10/2017 15:50,653.197,USDA / 12th & Independence Ave SW,Columbus Circle / Union Station,Subscriber
455090,3/8/2017 10:09,3/8/2017 11:48,5900.895,17th & K St NW,18th St & Pennsylvania Ave NW,Subscriber
650434,4/1/2017 4:47,4/1/2017 5:32,2660.989,Jefferson Memorial,1st & N St  SE,Customer
225013,2/7/2017 20:39,2/7/2017 20:48,539.553,1st & M St NE,Columbus Circle / Union Station,Subscriber
326712,2/20/2017 19:55,2/20/2017 20:02,454.806,M St & Delaware Ave NE,Neal St & Trinidad Ave NE,Subscriber
1451524,6/8/2017 7:25,6/8/2017 7:35,595.761,14th St & Spring Rd NW,15th & P St NW,Customer
1075666,5/7/2017 1:49,5/7/2017 2:03,837.504,M St & Pennsylvania Ave NW,10th & K St NW,Customer
1397229,6/4/2017 3:38,6/4/2017 3:42,240.707,16th & Irving St NW,14th & Belmont St NW,Subscriber
1029586,5/2/2017 6:39,5/2/2017 6:47,504.847,8th & F St NW,L'Enfant Plaza / 7th & C St SW,Subscriber
754070,4/10/2017 5:44,4/10/2017 6:55,4280.349,17th St & Independence Ave SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1536856,6/14/2017 12:18,6/14/2017 12:26,457.898,4th & M St SW,1st & K St SE,Subscriber
38086,1/10/2017 8:43,1/10/2017 8:51,451.077,4th & East Capitol St NE,Columbus Circle / Union Station,Subscriber
491253,3/12/2017 22:32,3/12/2017 22:46,839.952,12th & U St NW,Rhode Island Ave & V St NE,Subscriber
326499,2/20/2017 19:24,2/20/2017 19:42,1031.268,Florida Ave & R St NW,17th & K St NW,Customer
555890,3/22/2017 18:54,3/22/2017 19:03,550.562,3rd & H St NE,15th & F St NE,Subscriber
754409,4/10/2017 5:55,4/10/2017 6:04,528.474,19th St & Pennsylvania Ave NW,New Hampshire Ave & T St NW,Subscriber
378252,2/25/2017 20:52,2/25/2017 21:14,1342.76,4th & M St SW,7th & F St NW/Portrait Gallery,Subscriber
1631176,6/22/2017 6:42,6/22/2017 7:08,1543.997,L'Enfant Plaza / 7th & C St SW,14th & D St SE,Subscriber
696542,4/5/2017 4:19,4/5/2017 4:25,381.831,7th & T St NW,1st & O St NW,Subscriber
467894,3/9/2017 13:00,3/9/2017 13:09,550.167,Metro Center / 12th & G St NW,4th St & Madison Dr NW,Subscriber
1238487,5/21/2017 7:09,5/21/2017 7:18,530.626,S Troy St & 26th St S,S Joyce & Army Navy Dr,Subscriber
468738,3/9/2017 14:18,3/9/2017 14:23,251.923,15th & P St NW,18th & R St NW,Subscriber
322791,2/20/2017 15:00,2/20/2017 15:14,871.99,Jefferson Memorial,Lincoln Memorial,Customer
323633,2/20/2017 15:51,2/20/2017 16:31,2413.163,39th & Veazey St NW,Georgetown Harbor / 30th St NW,Subscriber
1725454,6/29/2017 3:44,6/29/2017 4:06,1309.667,Smithsonian-National Mall / Jefferson Dr & 12th St SW,4th & East Capitol St NE,Customer
1123292,5/11/2017 7:01,5/11/2017 7:08,409.89,17th & K St NW,US Dept of State / Virginia Ave & 21st St NW,Subscriber
1281927,5/26/2017 1:08,5/26/2017 1:17,519.208,Potomac & Pennsylvania Ave SE,13th & D St NE,Customer
83925,1/17/2017 22:14,1/17/2017 22:30,965.179,Fairfax Dr & Kenmore St,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Subscriber
580951,3/25/2017 13:29,3/25/2017 13:57,1713.802,Lincoln Memorial,17th St & Independence Ave SW,Customer
968035,4/27/2017 9:45,4/27/2017 9:58,775.037,8th & D St NW,4th & M St SW,Subscriber
93975,1/19/2017 12:20,1/19/2017 12:34,849.493,4th & M St SW,3rd St & Pennsylvania Ave SE,Subscriber
333573,2/21/2017 17:48,2/21/2017 17:52,262.271,Columbus Circle / Union Station,2nd & G St NE,Subscriber
196346,2/3/2017 18:47,2/3/2017 18:53,400.904,14th & L St NW,8th & O St NW,Subscriber
340973,2/22/2017 15:51,2/22/2017 15:59,451.722,1st & K St SE,Columbus Circle / Union Station,Subscriber
552292,3/22/2017 12:39,3/22/2017 12:43,253.854,17th St & Massachusetts Ave NW,14th & L St NW,Subscriber
1548570,6/15/2017 9:38,6/15/2017 9:48,602.471,2nd St & Massachusetts Ave NE,3rd & D St SE,Subscriber
990548,4/29/2017 5:58,4/29/2017 6:20,1350.504,12th & U St NW,22nd & I St NW / Foggy Bottom,Customer
453066,3/8/2017 7:40,3/8/2017 7:45,304.85,16th & R St NW,17th & K St NW / Farragut Square,Subscriber
1737719,6/30/2017 1:02,6/30/2017 1:12,614.886,18th & M St NW,25th St & Pennsylvania Ave NW,Customer
1001960,4/30/2017 3:12,4/30/2017 3:32,1236.821,Eastern Market Metro / Pennsylvania Ave & 7th St SE,4th St & Madison Dr NW,Customer
24983,1/6/2017 11:31,1/6/2017 11:57,1565.591,M St & Pennsylvania Ave NW,M St & New Jersey Ave SE,Subscriber
482146,3/11/2017 8:52,3/11/2017 9:00,501.531,14th & Harvard St NW,15th & P St NW,Subscriber
902330,4/21/2017 1:24,4/21/2017 1:54,1831.375,18th St & Pennsylvania Ave NW,11th & Kenyon St NW,Subscriber
1708259,6/27/2017 12:11,6/27/2017 12:36,1472.353,Iwo Jima Memorial/N Meade & 14th St N,Jefferson Dr & 14th St SW,Customer
1558222,6/16/2017 7:32,6/16/2017 7:44,752.918,Convention Center / 7th & M St NW,12th & U St NW,Subscriber
180608,2/1/2017 17:47,2/1/2017 17:58,635.483,Eastern Market Metro / Pennsylvania Ave & 7th St SE,13th & D St NE,Subscriber
145169,1/27/2017 8:21,1/27/2017 8:34,775.424,D St & Maryland Ave NE,6th St & Indiana Ave NW,Subscriber
436543,3/6/2017 8:24,3/6/2017 8:50,1530.414,Georgia Ave and Fairmont St NW,4th & E St SW,Subscriber
391894,2/27/2017 18:54,2/27/2017 19:23,1746.015,20th St & Florida Ave NW,6th & H St NE,Subscriber
1712470,6/28/2017 5:17,6/28/2017 5:25,464.769,USDA / 12th & Independence Ave SW,Hains Point/Buckeye & Ohio Dr SW,Subscriber
1281603,5/25/2017 12:36,5/25/2017 1:11,2103.668,24th & R St NE / National Arboretum,24th & R St NE / National Arboretum,Subscriber
865080,4/18/2017 2:09,4/18/2017 4:32,8603.288,Jefferson Dr & 14th St SW,Columbus Circle / Union Station,Customer
202447,2/5/2017 9:22,2/5/2017 11:51,8969.623,34th St & Wisconsin Ave NW,Reston YMCA,Customer
1216277,5/19/2017 10:20,5/19/2017 10:32,758.939,21st & I St NW,Columbia & Ontario Rd NW,Subscriber
137155,1/26/2017 8:12,1/26/2017 8:22,594.538,14th & R St NW,18th & M St NW,Subscriber
1393688,6/3/2017 12:39,6/3/2017 1:30,3063.113,21st St & Pennsylvania Ave NW,15th St & Massachusetts Ave SE,Subscriber
423979,3/3/2017 18:40,3/3/2017 18:48,447.327,14th & Irving St NW,18th St & Wyoming Ave NW,Subscriber
216333,2/7/2017 7:02,2/7/2017 7:26,1414.07,Connecticut Ave & Tilden St NW,Metro Center / 12th & G St NW,Subscriber
41768,1/10/2017 19:44,1/10/2017 19:59,879.093,20th & E St NW,12th & U St NW,Subscriber
1209638,5/19/2017 5:51,5/19/2017 6:11,1155.803,19th St & Pennsylvania Ave NW,4th & M St SW,Subscriber
1693807,6/26/2017 12:58,6/26/2017 1:20,1285.311,Potomac & Pennsylvania Ave SE,Anacostia Library,Subscriber
960119,4/27/2017 5:25,4/27/2017 5:33,479.419,Wilson Blvd & N Quincy St,Wilson Blvd & N Edgewood St,Subscriber
1178594,5/16/2017 10:50,5/16/2017 11:06,924.799,14th & D St NW / Ronald Reagan Building,17th St & Independence Ave SW,Customer
1249383,5/22/2017 7:27,5/22/2017 7:28,95.289,Monroe St & Monroe Pl,Monroe St & Monroe Pl,Subscriber
97089,1/19/2017 18:27,1/19/2017 18:47,1175.86,24th & N St NW,New Jersey Ave & R St NW,Subscriber
487325,3/12/2017 11:04,3/12/2017 11:10,355.967,14th & V St NW,16th & Harvard St NW,Subscriber
1003666,4/30/2017 4:46,4/30/2017 4:52,385.329,10th St & Constitution Ave NW,8th & F St NW,Customer
539549,3/21/2017 8:04,3/21/2017 8:10,348.921,Saint Asaph & Madison St,Braddock Rd Metro,Subscriber
542153,3/21/2017 12:58,3/21/2017 13:13,876.203,21st & M St NW,15th & Euclid St  NW,Subscriber
19172,1/5/2017 12:03,1/5/2017 12:12,497.891,21st & M St NW,16th & K St NW,Subscriber
1261863,5/23/2017 10:36,5/23/2017 10:39,136.267,14th & Girard St NW,14th & Belmont St NW,Subscriber
495425,3/13/2017 16:43,3/13/2017 16:47,242.087,Convention Center / 7th & M St NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
754349,4/10/2017 5:53,4/10/2017 6:26,2007.657,Washington & Independence Ave SW/HHS,Calvert & Biltmore St NW,Subscriber
1079529,5/7/2017 6:07,5/7/2017 6:37,1811.313,23rd & E St NW ,23rd & Crystal Dr,Subscriber
462650,3/8/2017 21:19,3/8/2017 21:29,577.011,15th & P St NW,22nd & I St NW / Foggy Bottom,Subscriber
1512904,6/13/2017 3:52,6/13/2017 4:08,963.638,37th & O St NW / Georgetown University,18th & M St NW,Customer
954612,4/26/2017 9:45,4/26/2017 10:08,1388.743,5th St & Massachusetts Ave NW,14th & Irving St NW,Customer
616862,3/28/2017 18:21,3/28/2017 18:57,2115.15,1st & D St SE,18th St & Wyoming Ave NW,Subscriber
1245241,5/22/2017 4:06,5/22/2017 4:22,935.858,Lamont & Mt Pleasant NW,Georgetown Harbor / 30th St NW,Customer
1482212,6/10/2017 9:26,6/10/2017 9:41,888.288,16th & R St NW,Adams Mill & Columbia Rd NW,Customer
234031,2/8/2017 18:17,2/8/2017 18:29,700.762,Columbia Rd & Georgia Ave NW,17th & Corcoran St NW,Subscriber
1217337,5/19/2017 11:30,5/19/2017 2:35,11094.259,Georgetown Harbor / 30th St NW,17th & K St NW / Farragut Square,Customer
1070566,5/6/2017 3:51,5/6/2017 4:06,907.503,3rd & Elm St NW,3rd & Elm St NW,Customer
1373996,6/2/2017 7:40,6/2/2017 7:51,674.016,Iwo Jima Memorial/N Meade & 14th St N,Henry Bacon Dr & Lincoln Memorial Circle NW,Subscriber
917394,4/22/2017 7:29,4/22/2017 7:50,1211.526,Wisconsin Ave & Newark St NW,7th & T St NW,Subscriber
49755,1/12/2017 5:45,1/12/2017 6:06,1292.327,4th & W St NE,M St & New Jersey Ave SE,Subscriber
68711,1/15/2017 1:21,1/15/2017 1:29,430.21,3rd & H St NE,New Jersey Ave & N St NW/Dunbar HS,Subscriber
375201,2/25/2017 13:29,2/25/2017 13:43,869.413,1st & H St NW,3rd St & Pennsylvania Ave SE,Customer
153232,1/28/2017 14:08,1/28/2017 14:17,491.156,Gallaudet / 8th St & Florida Ave NE,Florida Ave & R St NW,Subscriber
485232,3/11/2017 16:27,3/11/2017 16:31,234.803,Utah St & 11th St N ,Wilson Blvd & N Quincy St,Subscriber
1434546,6/7/2017 5:11,6/7/2017 5:16,273.222,Georgetown Harbor / 30th St NW,25th St & Pennsylvania Ave NW,Subscriber
733297,4/8/2017 12:20,4/8/2017 12:33,749.609,M St & Delaware Ave NE,15th St & Massachusetts Ave SE,Subscriber
24673,1/6/2017 9:42,1/6/2017 9:52,595.3,New Hampshire Ave & T St NW,New Hampshire Ave & 24th St NW,Subscriber
585753,3/25/2017 16:33,3/25/2017 16:56,1369.372,Harvard St & Adams Mill Rd NW,14th & V St NW,Customer
1698357,6/27/2017 5:47,6/27/2017 6:13,1574.928,Virginia Ave & 25th St NW,15th & East Capitol St NE,Customer
1565073,6/17/2017 2:16,6/17/2017 2:44,1661.517,Iwo Jima Memorial/N Meade & 14th St N,Lynn & 19th St North,Customer
1646328,6/23/2017 8:11,6/23/2017 8:33,1355.251,6th St & Indiana Ave NW,4th & E St SW,Subscriber
1415057,6/5/2017 8:47,6/5/2017 9:10,1328.517,14th St & Colorado Ave NW,8th & O St NW,Subscriber
615681,3/28/2017 17:37,3/28/2017 17:45,524.641,Eastern Market / 7th & North Carolina Ave SE,13th & H St NE,Subscriber
408127,3/1/2017 18:34,3/1/2017 18:37,167.17,Takoma Metro,Philadelphia & Maple Ave,Subscriber
37867,1/10/2017 8:26,1/10/2017 8:36,593.88,7th & T St NW,1st & M St NE,Subscriber
1646391,6/23/2017 8:13,6/23/2017 8:29,964.59,USDA / 12th & Independence Ave SW,12th & L St NW,Subscriber
486943,3/12/2017 9:02,3/12/2017 9:27,1508.637,13th & D St NE,16th & K St NW,Subscriber
1522637,6/13/2017 10:33,6/13/2017 11:00,1617.95,15th & F St NE,14th & D St SE,Customer
781160,4/12/2017 4:41,4/12/2017 5:07,1538.313,21st St & Pennsylvania Ave NW,North Capitol St & F St NW,Subscriber
1459202,6/9/2017 2:15,6/9/2017 2:29,824.995,10th St & Constitution Ave NW,4th St & Madison Dr NW,Customer
353474,2/23/2017 17:21,2/23/2017 17:45,1408.097,8th & Eye St SE / Barracks Row,13th & D St NE,Subscriber
189390,2/2/2017 18:40,2/2/2017 18:51,689.762,Lincoln Memorial,Iwo Jima Memorial/N Meade & 14th St N,Subscriber
770791,4/11/2017 7:09,4/11/2017 7:29,1222.231,1st & H St NW,18th & R St NW,Subscriber
748478,4/9/2017 12:31,4/9/2017 2:57,8758.318,25th St & Pennsylvania Ave NW,New York Ave & 15th St NW,Customer
137147,1/26/2017 8:11,1/26/2017 8:21,588.047,11th & O St NW,17th & G St NW,Subscriber
790714,4/12/2017 10:17,4/12/2017 10:22,250.138,20th & O St NW / Dupont South,20th St & Florida Ave NW,Subscriber
391964,2/27/2017 19:01,2/27/2017 19:17,970.814,Massachusetts Ave & Dupont Circle NW,3rd & Elm St NW,Subscriber
1011141,4/30/2017 11:59,4/30/2017 12:10,665.663,Eastern Market Metro / Pennsylvania Ave & 7th St SE,4th & East Capitol St NE,Customer
754702,4/10/2017 6:04,4/10/2017 6:14,610.524,Lamont & Mt Pleasant NW,20th St & Florida Ave NW,Subscriber
319559,2/20/2017 11:34,2/20/2017 11:45,686.613,34th St & Wisconsin Ave NW,Georgetown Harbor / 30th St NW,Subscriber
1479631,6/10/2017 7:15,6/10/2017 7:20,312.761,18th St & Pennsylvania Ave NW,18th & C St NW,Subscriber
676216,4/3/2017 6:53,4/3/2017 7:03,558.234,Thomas Circle,New Hampshire Ave & T St NW,Subscriber
1261246,5/23/2017 9:32,5/23/2017 9:36,251.171,21st & I St NW,24th & N St NW,Subscriber
1617571,6/21/2017 6:48,6/21/2017 7:06,1066.428,14th & Irving St NW,14th & Upshur St NW,Subscriber
962603,4/27/2017 6:45,4/27/2017 6:54,510.867,Maine Ave & 7th St SW,3rd & Tingey St SE,Subscriber
512895,3/17/2017 17:28,3/17/2017 17:36,535.146,East West Hwy & 16th St,Fenton St & Ellsworth Dr ,Subscriber
1551618,6/16/2017 1:39,6/16/2017 1:45,403.227,1st & N St  SE,4th & M St SW,Subscriber
1141121,5/14/2017 1:11,5/14/2017 1:35,1424.96,C & O Canal & Wisconsin Ave NW,1st & N St  SE,Subscriber
111198,1/21/2017 17:45,1/21/2017 17:57,769.782,5th St & Massachusetts Ave NW,L'Enfant Plaza / 7th & C St SW,Subscriber
1160485,5/15/2017 7:06,5/15/2017 7:18,697.132,18th St & Wyoming Ave NW,Potomac & M St NW,Subscriber
450529,3/7/2017 17:49,3/7/2017 17:55,333.495,Washington & Independence Ave SW/HHS,1st & K St SE,Subscriber
631890,3/29/2017 21:30,3/29/2017 21:35,281.071,14th & V St NW,California St & Florida Ave NW,Subscriber
130640,1/25/2017 13:53,1/25/2017 14:08,937.914,14th & Harvard St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
455540,3/8/2017 11:27,3/8/2017 11:58,1875.757,Bladensburg Rd & Benning Rd NE,17th & K St NW / Farragut Square,Subscriber
1672251,6/25/2017 6:31,6/25/2017 6:44,763.695,California St & Florida Ave NW,11th & M St NW,Subscriber
1144599,5/14/2017 3:53,5/14/2017 3:58,313.666,12th & U St NW,11th & M St NW,Subscriber
1432876,6/7/2017 3:21,6/7/2017 3:32,640.978,M St & Pennsylvania Ave NW,M St & Pennsylvania Ave NW,Customer
1637214,6/22/2017 10:33,6/22/2017 10:52,1127.949,Crystal City Metro / 18th & Bell St,Jefferson Memorial,Subscriber
1443375,6/7/2017 11:42,6/7/2017 11:48,321.733,18th St & Pennsylvania Ave NW,25th St & Pennsylvania Ave NW,Subscriber
973975,4/28/2017 5:02,4/28/2017 5:12,631.123,4th & C St SW,M St & New Jersey Ave SE,Subscriber
222161,2/7/2017 17:24,2/7/2017 17:39,896.128,Crystal City Metro / 18th & Bell St,28th St S & S Meade St,Subscriber
1413693,6/5/2017 7:57,6/5/2017 8:18,1262.163,17th St & Massachusetts Ave NW,Lynn & 19th St North,Subscriber
1218956,5/20/2017 1:16,5/20/2017 1:50,1997.876,Henry Bacon Dr & Lincoln Memorial Circle NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
417590,3/2/2017 20:19,3/2/2017 20:25,355.945,23rd & Crystal Dr,Aurora Hills Community Ctr/18th & Hayes St,Subscriber
294417,2/18/2017 7:34,2/18/2017 7:45,631.806,N Veitch  & 20th St N,Georgetown Harbor / 30th St NW,Subscriber
1081116,5/7/2017 8:57,5/7/2017 9:50,3177.722,Lynn & 19th St North,Potomac & Swann Ave,Subscriber
574745,3/24/2017 22:42,3/24/2017 22:50,464.479,Adams Mill & Columbia Rd NW,Park Rd & Holmead Pl NW,Subscriber
924507,4/23/2017 5:05,4/23/2017 5:14,530.226,8th & O St NW,1st & Rhode Island Ave NW,Subscriber
582092,3/25/2017 14:12,3/25/2017 14:50,2316.676,7th & R St NW / Shaw Library,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Subscriber
778732,4/12/2017 1:32,4/12/2017 1:36,199.406,Lincoln Memorial,Lincoln Memorial,Customer
1688385,6/26/2017 7:55,6/26/2017 8:01,366.966,10th & G St NW,Convention Center / 7th & M St NW,Subscriber
1404585,6/4/2017 11:11,6/4/2017 11:22,623.243,M St & Delaware Ave NE,7th & T St NW,Subscriber
761515,4/10/2017 11:00,4/10/2017 11:04,278.867,North Capitol St & F St NW,5th & F St NW,Subscriber
1735772,6/29/2017 10:15,6/29/2017 10:32,990.152,Lincoln Memorial,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1602937,6/20/2017 6:28,6/20/2017 6:42,844.993,15th St & Massachusetts Ave SE,North Capitol St & G Pl NE,Subscriber
1721034,6/28/2017 9:36,6/28/2017 9:42,368.943,Thomas Circle,15th & P St NW,Subscriber
342356,2/22/2017 17:26,2/22/2017 17:50,1434.851,10th & U St NW,Georgetown Harbor / 30th St NW,Subscriber
1357137,6/1/2017 5:53,6/1/2017 6:20,1613.053,18th St & Pennsylvania Ave NW,Maryland Ave & E St NE,Subscriber
1659122,6/24/2017 7:53,6/24/2017 8:40,2833.114,Lincoln Park / 13th & East Capitol St NE ,Lincoln Park / 13th & East Capitol St NE ,Subscriber
925814,4/23/2017 6:45,4/23/2017 6:55,593.931,20th & O St NW / Dupont South,M St & Pennsylvania Ave NW,Customer
1441037,6/7/2017 8:42,6/7/2017 9:03,1257.062,4th & E St SW,Kennedy Center,Subscriber
420176,3/3/2017 9:22,3/3/2017 9:44,1323.646,8th & O St NW,17th & K St NW,Subscriber
360982,2/24/2017 10:51,2/24/2017 10:55,280.066,34th St & Wisconsin Ave NW,37th & O St NW / Georgetown University,Subscriber
585497,3/25/2017 16:23,3/25/2017 16:25,100.443,Wisconsin Ave & Newark St NW,Wisconsin Ave & Newark St NW,Customer
1459188,6/9/2017 2:14,6/9/2017 2:37,1384.342,Eastern Market Metro / Pennsylvania Ave & 7th St SE,North Capitol St & F St NW,Customer
998726,4/29/2017 12:46,4/29/2017 12:55,579.622,15th & East Capitol St NE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1653683,6/24/2017 2:50,6/24/2017 3:52,3719.143,Lee Hwy & N Scott St,Madison & Fairfax St,Customer
1692289,6/26/2017 10:56,6/26/2017 11:08,695.54,Lynn & 19th St North,37th & O St NW / Georgetown University,Subscriber
541648,3/21/2017 11:36,3/21/2017 11:57,1271.157,Long Bridge Park/Long Bridge Dr & 6th St S,N Lynn St & Fairfax Dr,Subscriber
1679903,6/26/2017 1:42,6/26/2017 2:36,3256.116,Kennedy Center,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
300788,2/18/2017 15:50,2/18/2017 16:03,743.252,Lyttonsville Rd & Lyttonsville Pl,Spring St & Second Ave,Subscriber
1299543,5/27/2017 5:11,5/27/2017 5:22,626.71,6th St & Indiana Ave NW,6th & H St NE,Subscriber
1265809,5/24/2017 5:05,5/24/2017 5:18,774.546,7th & R St NW / Shaw Library,14th & Rhode Island Ave NW,Subscriber
95037,1/19/2017 15:10,1/19/2017 16:22,4282.983,Ballston Metro / N Stuart & 9th St N,Utah St & 11th St N ,Customer
516363,3/18/2017 11:15,3/18/2017 11:49,2044.558,Florida Ave & R St NW,Georgia & New Hampshire Ave NW,Customer
934590,4/24/2017 8:23,4/24/2017 8:33,588.882,5th St & Massachusetts Ave NW,10th St & L'Enfant Plaza SW,Subscriber
1150776,5/14/2017 10:34,5/14/2017 11:01,1608.311,Jefferson Memorial,4th St & Madison Dr NW,Customer
1470439,6/9/2017 10:26,6/9/2017 10:41,892.35,Jefferson Dr & 14th St SW,Columbus Circle / Union Station,Subscriber
1137974,5/13/2017 9:03,5/13/2017 9:11,472.299,1st & D St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Customer
1507432,6/12/2017 8:17,6/12/2017 8:42,1514.494,Maine Ave & 7th St SW,Iwo Jima Memorial/N Meade & 14th St N,Subscriber
1266274,5/24/2017 5:22,5/24/2017 5:26,240.922,15th & W St NW,10th & U St NW,Subscriber
500678,3/15/2017 12:00,3/15/2017 12:10,594.052,Potomac Greens Dr & Slaters Ln,Prince St & Union St,Subscriber
59285,1/13/2017 7:20,1/13/2017 7:27,420.876,5th & K St NW,14th & L St NW,Subscriber
213424,2/6/2017 17:47,2/6/2017 17:55,498.729,Union Market/6th St & Neal Pl NE,4th & W St NE,Subscriber
209279,2/6/2017 8:44,2/6/2017 9:07,1395.546,Rhode Island Ave & V St NE,6th St & Indiana Ave NW,Customer
171916,1/31/2017 17:21,1/31/2017 17:42,1249.708,14th & Rhode Island Ave NW,C & O Canal & Wisconsin Ave NW,Subscriber
1335578,5/30/2017 6:54,5/30/2017 7:16,1334.104,3rd & Elm St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
620415,3/29/2017 7:26,3/29/2017 7:38,739.172,4th & E St SW,3rd & Tingey St SE,Subscriber
1646044,6/23/2017 8:00,6/23/2017 8:21,1241.139,Maryland Ave & E St NE,17th & G St NW,Subscriber
659843,4/2/2017 3:07,4/2/2017 3:30,1401.572,Smithsonian-National Mall / Jefferson Dr & 12th St SW,14th & R St NW,Subscriber
983744,4/28/2017 12:01,4/28/2017 12:20,1148.806,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Jefferson Dr & 14th St SW,Customer
313293,2/19/2017 16:09,2/19/2017 18:02,6806.631,Jefferson Memorial,Jefferson Memorial,Customer
121967,1/24/2017 10:57,1/24/2017 11:08,644.707,20th St & Florida Ave NW,12th & L St NW,Subscriber
663792,4/2/2017 6:09,4/2/2017 6:32,1395.73,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,21st & I St NW,Customer
546054,3/21/2017 18:07,3/21/2017 18:09,165.189,7th & F St NW/Portrait Gallery,5th & F St NW,Subscriber
1165692,5/15/2017 12:04,5/15/2017 12:34,1786.63,Park Rd & Holmead Pl NW,Van Ness Metro / UDC,Subscriber
476174,3/10/2017 7:24,3/10/2017 7:33,547.63,Thomas Circle,24th & N St NW,Subscriber
601657,3/27/2017 14:10,3/27/2017 14:23,739.833,Wilson Blvd & Franklin Rd,Wilson Blvd & N Quincy St,Subscriber
873598,4/18/2017 8:06,4/18/2017 8:20,817.825,Columbus Circle / Union Station,New York Ave & 15th St NW,Subscriber
726011,4/8/2017 4:23,4/8/2017 4:41,1101.218,25th St & Pennsylvania Ave NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
543454,3/21/2017 15:45,3/21/2017 15:54,514.069,22nd & I St NW / Foggy Bottom,Massachusetts Ave & Dupont Circle NW,Subscriber
1443290,6/7/2017 11:33,6/7/2017 11:49,988.32,4th & C St SW,Jefferson Memorial,Subscriber
952965,4/26/2017 8:28,4/26/2017 8:33,299.552,21st & M St NW,17th & G St NW,Subscriber
1043928,5/3/2017 7:22,5/3/2017 7:29,387.815,Columbus Circle / Union Station,3rd St & Pennsylvania Ave SE,Subscriber
1105399,5/9/2017 8:53,5/9/2017 9:16,1391.333,4th St & Madison Dr NW,17th St & Independence Ave SW,Customer
554290,3/22/2017 17:18,3/22/2017 17:29,603.067,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,Fessenden St & Wisconsin Ave NW,Subscriber
704328,4/5/2017 8:50,4/5/2017 9:01,647.22,1st & Rhode Island Ave NW,8th & F St NW,Subscriber
1423234,6/6/2017 6:26,6/6/2017 6:41,936.245,Adams Mill & Columbia Rd NW,Georgia & New Hampshire Ave NW,Subscriber
1487772,6/11/2017 1:16,6/11/2017 1:34,1046.152,13th & H St NE,Good Hope Rd & 14th St SE,Subscriber
616050,3/28/2017 17:50,3/28/2017 18:03,798.023,10th & G St NW,3rd & D St SE,Subscriber
57538,1/12/2017 19:32,1/12/2017 19:36,279.625,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,N Lynn St & Fairfax Dr,Subscriber
1664714,6/24/2017 12:09,6/24/2017 12:41,1908.595,7th & R St NW / Shaw Library,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Customer
839834,4/15/2017 12:21,4/15/2017 12:44,1355.076,Lincoln Memorial,Lincoln Memorial,Customer
207694,2/6/2017 6:21,2/6/2017 6:27,405.17,L'Enfant Plaza / 7th & C St SW,14th & D St NW / Ronald Reagan Building,Subscriber
1658042,6/24/2017 6:52,6/24/2017 6:59,422.552,Adams Mill & Columbia Rd NW,Adams Mill & Columbia Rd NW,Subscriber
498997,3/14/2017 18:54,3/14/2017 19:04,606.403,8th & H St NW,11th & M St NW,Customer
1306307,5/27/2017 12:32,5/27/2017 5:36,18244.846,4th & C St SW,4th & E St SW,Customer
1003469,4/30/2017 4:36,4/30/2017 4:41,283.64,14th & L St NW,11th & M St NW,Subscriber
578325,3/25/2017 11:45,3/25/2017 11:53,467.28,10th & U St NW,17th & Rhode Island Ave NW,Subscriber
464992,3/9/2017 8:21,3/9/2017 8:37,941.059,Eastern Market / 7th & North Carolina Ave SE,4th & E St SW,Customer
1195180,5/18/2017 4:51,5/18/2017 5:01,588.46,15th & K St NW,7th & E St SW,Subscriber
223294,2/7/2017 18:12,2/7/2017 18:22,557.675,20th St & Florida Ave NW,22nd & I St NW / Foggy Bottom,Subscriber
1279009,5/25/2017 7:45,5/25/2017 7:49,230.678,16th & Harvard St NW,Park Rd & Holmead Pl NW,Subscriber
1258974,5/23/2017 7:44,5/23/2017 7:58,831.757,New Hampshire Ave & T St NW,C & O Canal & Wisconsin Ave NW,Subscriber
