,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1224826,6/11/2017 10:47,6/11/2017 11:08,1242,Damen Ave & Wellington Ave,Damen Ave & Grand Ave,Subscriber,Female,1978
9218,1/4/2017 8:51,1/4/2017 8:57,322,Franklin St & Jackson Blvd,State St & Harrison St,Subscriber,Male,1954
1121724,6/5/2017 10:33,6/5/2017 10:41,460,Wabash Ave & Grand Ave,McClurg Ct & Erie St,Customer,,
1353236,6/19/2017 11:48,6/19/2017 11:52,285,Sheffield Ave & Fullerton Ave,Greenview Ave & Fullerton Ave,Subscriber,Female,1991
1029704,5/30/2017 21:07,5/30/2017 21:12,309,Sheffield Ave & Fullerton Ave,Southport Ave & Wrightwood Ave,Subscriber,Male,1992
45614,1/17/2017 16:21,1/17/2017 16:28,400,Marion St & South Blvd,Ridgeland Ave & Lake St,Subscriber,Female,1968
529452,4/13/2017 20:10,4/13/2017 22:33,8558,Wabash Ave & Roosevelt Rd,Federal St & Polk St,Customer,,
21961,1/9/2017 16:37,1/9/2017 16:51,839,Fairbanks Ct & Grand Ave,Canal St & Adams St,Subscriber,Male,1970
723173,5/3/2017 19:11,5/3/2017 19:22,696,McClurg Ct & Erie St,Clinton St & Washington Blvd,Subscriber,Male,1967
344817,3/15/2017 15:09,3/15/2017 15:18,516,Sheffield Ave & Kingsbury St,Marshfield Ave & Cortland St,Subscriber,Male,1965
139067,2/7/2017 16:27,2/7/2017 16:36,560,Dearborn St & Erie St,Clark St & Congress Pkwy,Subscriber,Male,1975
104940,1/30/2017 16:28,1/30/2017 16:31,192,Franklin St & Quincy St,Canal St & Madison St,Subscriber,Male,1987
244784,2/22/2017 16:31,2/22/2017 16:51,1214,Wilton Ave & Belmont Ave,Richmond St & Diversey Ave,Subscriber,Male,1988
442880,4/2/2017 15:17,4/2/2017 15:23,347,Sheridan Rd & Montrose Ave,Pine Grove Ave & Irving Park Rd,Subscriber,Female,1985
1295715,6/15/2017 18:04,6/15/2017 18:18,791,Dusable Harbor,Columbus Dr & Randolph St,Customer,,
58322,1/20/2017 8:45,1/20/2017 8:53,519,Wabash Ave & Roosevelt Rd,Michigan Ave & Madison St,Subscriber,Male,1965
1410704,6/22/2017 17:25,6/22/2017 17:48,1382,Daley Center Plaza,Larrabee St & Webster Ave,Subscriber,Female,1975
1357548,6/19/2017 17:05,6/19/2017 17:16,692,Wabash Ave & Wacker Pl,Wells St & Evergreen Ave,Subscriber,Male,1983
1490517,6/27/2017 8:19,6/27/2017 8:32,769,Michigan Ave & Oak St,Clinton St & Washington Blvd,Subscriber,Male,1992
785767,5/11/2017 9:52,5/11/2017 9:58,366,Desplaines St & Randolph St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1990
1476270,6/26/2017 12:40,6/26/2017 12:50,598,Halsted St & Maxwell St,Financial Pl & Congress Pkwy,Subscriber,Male,1986
14558,1/6/2017 6:49,1/6/2017 6:53,272,Hampden Ct & Diversey Pkwy,Wilton Ave & Diversey Pkwy,Subscriber,Female,1993
764341,5/8/2017 17:45,5/8/2017 17:52,469,Columbus Dr & Randolph St,Clinton St & Washington Blvd,Subscriber,Male,1968
605187,4/20/2017 13:30,4/20/2017 13:42,740,Clark St & Schiller St,Clark St & Chicago Ave,Customer,,
895117,5/19/2017 7:55,5/19/2017 8:06,656,Clinton St & Washington Blvd,Dearborn St & Erie St,Subscriber,Male,1975
344686,3/15/2017 13:59,3/15/2017 14:07,469,Dearborn St & Monroe St,Clinton St & Jackson Blvd,Subscriber,Male,1977
1355293,6/19/2017 14:31,6/19/2017 14:42,667,Larrabee St & Oak St,LaSalle St & Washington St,Subscriber,Male,1991
853604,5/16/2017 11:26,5/16/2017 11:32,378,Orleans St & Merchandise Mart Plaza,Clinton St & Madison St,Subscriber,Male,1965
1028277,5/30/2017 19:04,5/30/2017 19:28,1382,Clinton St & Lake St,Clark St & Armitage Ave,Customer,,
275766,2/28/2017 12:56,2/28/2017 12:59,158,Broadway & Berwyn Ave,Clark St & Berwyn Ave,Subscriber,Male,1960
1057450,6/1/2017 17:35,6/1/2017 17:53,1110,Clinton St & Lake St,Ashland Ave & Augusta Blvd,Subscriber,Male,1990
721668,5/3/2017 17:36,5/3/2017 18:42,3993,Wabash Ave & Roosevelt Rd,Adler Planetarium,Customer,,
294605,3/4/2017 13:43,3/4/2017 14:12,1777,Eckhart Park,Morgan St & 31st St,Subscriber,Male,1984
865187,5/17/2017 1:22,5/17/2017 1:27,297,Damen Ave & Leland Ave,Damen Ave & Foster Ave,Subscriber,Male,1989
106997,1/31/2017 6:12,1/31/2017 6:16,258,Paulina Ave & North Ave,Wood St & Division St,Subscriber,Male,1988
945798,5/24/2017 21:04,5/24/2017 21:13,520,State St & 35th St,MLK Jr Dr & 29th St,Subscriber,Male,1991
812107,5/13/2017 12:35,5/13/2017 12:54,1185,Lake Shore Dr & Monroe St,Indiana Ave & Roosevelt Rd,Customer,,
1217044,6/10/2017 18:05,6/10/2017 18:38,1978,Lake Shore Dr & North Blvd,Buckingham Fountain,Customer,,
1271695,6/13/2017 22:56,6/13/2017 23:00,253,Broadway & Belmont Ave,Wilton Ave & Belmont Ave,Subscriber,Female,1992
945175,5/24/2017 19:17,5/24/2017 19:38,1299,Wabash Ave & 8th St,Michigan Ave & 18th St,Subscriber,Male,1966
1369361,6/20/2017 11:41,6/20/2017 11:46,326,Halsted St & Diversey Pkwy,Sheffield Ave & Fullerton Ave,Subscriber,Male,1986
393679,3/24/2017 12:55,3/24/2017 13:18,1399,Streeter Dr & Grand Ave,Daley Center Plaza,Customer,,
590260,4/18/2017 19:08,4/18/2017 19:15,379,Clark St & Elm St,Sedgwick St & Schiller St,Subscriber,Male,1984
96587,1/27/2017 14:51,1/27/2017 15:00,483,Kingsbury St & Kinzie St,Canal St & Adams St,Subscriber,Male,1962
738066,5/5/2017 16:15,5/5/2017 16:28,783,Clinton St & Madison St,Ashland Ave & Chicago Ave,Subscriber,Male,1977
657545,4/25/2017 9:13,4/25/2017 9:23,589,Clinton St & Washington Blvd,Stetson Ave & South Water St,Subscriber,Male,1978
902307,5/20/2017 16:45,5/20/2017 17:10,1494,Lake Shore Dr & Wellington Ave,Lake Shore Dr & Ohio St,Subscriber,Male,1960
1429310,6/23/2017 18:13,6/23/2017 18:19,343,Clark St & Wrightwood Ave,Clark St & Wellington Ave,Subscriber,Male,1969
1170833,6/8/2017 10:23,6/8/2017 10:34,656,Daley Center Plaza,Wabash Ave & Roosevelt Rd,Subscriber,Male,1957
1495520,6/27/2017 14:27,6/27/2017 14:40,758,Southport Ave & Waveland Ave,Clark St & Bryn Mawr Ave,Subscriber,Male,1985
198263,2/18/2017 11:52,2/18/2017 12:21,1732,Campbell Ave & Fullerton Ave,Sawyer Ave & Irving Park Rd,Subscriber,Male,1974
1321420,6/17/2017 12:31,6/17/2017 12:47,990,Lake Shore Dr & Wellington Ave,Lake Shore Dr & North Blvd,Customer,,
948734,5/25/2017 9:02,5/25/2017 9:05,188,Orleans St & Ohio St,Orleans St & Chestnut St (NEXT Apts),Subscriber,Female,1987
788621,5/11/2017 16:05,5/11/2017 16:20,862,Wolcott Ave & Polk St,Clinton St & Jackson Blvd,Subscriber,Male,1965
1338689,6/18/2017 14:27,6/18/2017 14:46,1127,Shedd Aquarium,Streeter Dr & Grand Ave,Customer,,
1249636,6/12/2017 17:21,6/12/2017 17:29,476,Michigan Ave & Oak St,Clark St & North Ave,Subscriber,Female,1982
1013416,5/29/2017 19:01,5/29/2017 19:24,1394,Lake Shore Dr & North Blvd,Southport Ave & Belmont Ave,Subscriber,Female,1984
459524,4/6/2017 7:33,4/6/2017 7:38,263,Kedzie Ave & Palmer Ct,California Ave & Milwaukee Ave,Subscriber,Male,1983
1072024,6/2/2017 15:43,6/2/2017 16:11,1679,Mies van der Rohe Way & Chicago Ave,Sheridan Rd & Montrose Ave,Subscriber,Male,1970
1540067,6/30/2017 11:56,6/30/2017 12:07,612,Damen Ave & Grand Ave,Wood St & Milwaukee Ave,Subscriber,Female,1984
1182603,6/8/2017 20:19,6/8/2017 20:24,339,Clinton St & Washington Blvd,Green St & Randolph St,Subscriber,Male,1964
343545,3/15/2017 7:27,3/15/2017 7:30,193,Clark St & Wellington Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1991
290822,3/3/2017 15:20,3/3/2017 15:22,129,Clark St & Elm St,Rush St & Cedar St,Subscriber,Male,1983
926536,5/22/2017 17:52,5/22/2017 17:55,196,Ridge Blvd & Touhy Ave,Clark St & Jarvis Ave,Subscriber,Male,1985
1286441,6/15/2017 8:53,6/15/2017 9:14,1263,Halsted St & 18th St,Shedd Aquarium,Subscriber,Female,1971
1083965,6/3/2017 10:39,6/3/2017 11:15,2143,Calumet Ave & 18th St,Calumet Ave & 18th St,Customer,,
516690,4/12/2017 9:32,4/12/2017 9:38,387,Sheffield Ave & Willow St,Larrabee St & Kingsbury St,Subscriber,Male,1993
1276656,6/14/2017 10:49,6/14/2017 10:59,602,Kingsbury St & Erie St,Daley Center Plaza,Subscriber,Male,1979
503145,4/10/2017 16:36,4/10/2017 16:40,247,Sedgwick St & North Ave,Clark St & Armitage Ave,Subscriber,Male,1987
1446414,6/24/2017 16:35,6/24/2017 17:02,1632,Sedgwick St & Webster Ave,Lakefront Trail & Bryn Mawr Ave,Customer,,
260322,2/25/2017 8:09,2/25/2017 8:13,263,Desplaines St & Randolph St,Racine Ave & Randolph St,Subscriber,Male,1991
1301231,6/16/2017 6:52,6/16/2017 7:02,647,Halsted St & Dickens Ave,Greenview Ave & Diversey Pkwy,Subscriber,Female,1977
418612,3/29/2017 8:11,3/29/2017 8:17,334,LaSalle St & Washington St,State St & Kinzie St,Subscriber,Male,1959
799074,5/12/2017 12:25,5/12/2017 12:31,382,State St & Randolph St,Canal St & Madison St,Subscriber,Male,1984
857022,5/16/2017 16:03,5/16/2017 16:11,492,Lakefront Trail & Bryn Mawr Ave,Broadway & Granville Ave,Subscriber,Female,1988
282696,3/1/2017 22:52,3/1/2017 22:59,414,Monticello Ave & Irving Park Rd,Kimball Ave & Belmont Ave,Subscriber,Male,1988
151145,2/10/2017 7:58,2/10/2017 8:23,1469,Lincoln Ave & Diversey Pkwy,Franklin St & Lake St,Subscriber,Male,1990
954006,5/25/2017 17:12,5/25/2017 17:21,551,Drake Ave & Addison St,California Ave & Byron St,Subscriber,Male,1983
645412,4/24/2017 10:28,4/24/2017 10:42,846,Lake Shore Dr & Monroe St,Shedd Aquarium,Customer,,
1408431,6/22/2017 16:02,6/22/2017 16:23,1258,Adler Planetarium,Canal St & Adams St,Customer,,
696906,4/29/2017 0:33,4/29/2017 0:40,392,Prairie Ave & 43rd St,Cottage Grove Ave & 43rd St,Subscriber,Female,1949
473450,4/8/2017 5:23,4/8/2017 5:31,460,Ogden Ave & Chicago Ave,Franklin St & Chicago Ave,Subscriber,Female,1989
764405,5/8/2017 17:47,5/8/2017 17:50,184,St. Clair St & Erie St,St. Clair St & Erie St,Customer,,
1467920,6/25/2017 18:57,6/25/2017 19:16,1097,Clark St & North Ave,Milwaukee Ave & Grand Ave,Subscriber,Male,1994
332313,3/10/2017 16:17,3/10/2017 16:27,601,Wells St & Huron St,Clinton St & Washington Blvd,Subscriber,Male,1970
1488217,6/27/2017 6:33,6/27/2017 6:36,216,Southport Ave & Belmont Ave,Wilton Ave & Belmont Ave,Subscriber,Female,1993
310639,3/7/2017 9:55,3/7/2017 10:04,509,Wabash Ave & Grand Ave,Wacker Dr & Washington St,Subscriber,Female,1974
716110,5/3/2017 8:21,5/3/2017 8:28,415,State St & Pearson St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1972
341288,3/13/2017 19:28,3/13/2017 19:43,891,Ashland Ave & Harrison St,Wood St & Division St,Subscriber,Female,1989
447094,4/3/2017 9:45,4/3/2017 9:49,231,Dearborn St & Monroe St,LaSalle St & Jackson Blvd,Subscriber,Male,1988
430024,3/31/2017 17:09,3/31/2017 17:20,658,Sheridan Rd & Buena Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1984
990865,5/28/2017 14:20,5/28/2017 14:24,259,Damen Ave & Leland Ave,Damen Ave & Foster Ave,Subscriber,Female,1989
413008,3/28/2017 10:15,3/28/2017 10:24,502,St. Clair St & Erie St,Clark St & Elm St,Subscriber,Male,1971
441624,4/2/2017 13:11,4/2/2017 13:25,868,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
548924,4/15/2017 14:55,4/15/2017 15:01,378,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Customer,,
740763,5/5/2017 19:13,5/5/2017 19:25,717,Orleans St & Merchandise Mart Plaza,Ashland Ave & Chicago Ave,Subscriber,Female,1988
525398,4/13/2017 13:54,4/13/2017 14:02,478,Wells St & Huron St,Clinton St & Jackson Blvd,Subscriber,Male,1976
1435580,6/24/2017 9:35,6/24/2017 9:41,364,Milwaukee Ave & Wabansia Ave,California Ave & Milwaukee Ave,Subscriber,Male,1900
959688,5/26/2017 7:18,5/26/2017 7:22,255,Cityfront Plaza Dr & Pioneer Ct,Michigan Ave & Lake St,Subscriber,Male,1990
78324,1/23/2017 20:48,1/23/2017 21:06,1043,Sheffield Ave & Webster Ave,Paulina Ave & North Ave,Subscriber,Male,1981
927668,5/22/2017 18:40,5/22/2017 18:53,813,Kingsbury St & Kinzie St,Damen Ave & Grand Ave,Subscriber,Male,1984
162237,2/12/2017 18:36,2/12/2017 18:39,128,Pine Grove Ave & Irving Park Rd,Sheridan Rd & Irving Park Rd,Subscriber,Male,1986
967595,5/26/2017 23:12,5/26/2017 23:38,1573,Millennium Park,Millennium Park,Customer,,
1091522,6/3/2017 15:44,6/3/2017 16:00,986,Lake Shore Dr & North Blvd,Fairbanks Ct & Grand Ave,Subscriber,Female,1983
854370,5/16/2017 12:29,5/16/2017 12:36,417,Hermitage Ave & Polk St,Morgan St & Polk St,Subscriber,Male,1983
63253,1/21/2017 11:05,1/21/2017 11:13,493,Ashland Ave & Grand Ave,Noble St & Milwaukee Ave,Customer,,
296151,3/4/2017 21:16,3/4/2017 21:23,459,Wilton Ave & Belmont Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1990
1053532,6/1/2017 14:54,6/1/2017 15:11,1013,McClurg Ct & Illinois St,Field Museum,Subscriber,Male,1985
189999,2/17/2017 13:38,2/17/2017 14:54,4526,Buckingham Fountain,Streeter Dr & Grand Ave,Customer,,
201738,2/18/2017 14:03,2/18/2017 14:18,864,Lake Shore Dr & North Blvd,Lake Shore Dr & North Blvd,Customer,,
372320,3/21/2017 7:59,3/21/2017 8:09,572,Sangamon St & Washington Blvd (*),LaSalle St & Adams St,Subscriber,Male,1987
1078938,6/2/2017 19:57,6/2/2017 20:12,909,Sheffield Ave & Fullerton Ave,Damen Ave & Pierce Ave,Subscriber,Male,1991
1442046,6/24/2017 14:09,6/24/2017 14:15,388,Larrabee St & Armitage Ave,Clybourn Ave & Division St,Subscriber,Male,1993
877889,5/17/2017 19:41,5/17/2017 20:29,2887,Racine Ave & Congress Pkwy,Halsted St & Polk St,Subscriber,Male,1997
161769,2/12/2017 16:24,2/12/2017 16:36,699,Sheffield Ave & Fullerton Ave,Dayton St & North Ave,Subscriber,Female,1990
447981,4/3/2017 13:41,4/3/2017 13:52,671,Talman Ave & Addison St,Ravenswood Ave & Irving Park Rd,Subscriber,Male,1965
1062137,6/1/2017 21:59,6/1/2017 22:08,510,Wabash Ave & 16th St,State St & Van Buren St,Subscriber,Male,1982
254618,2/23/2017 18:55,2/23/2017 19:03,477,Clinton St & Lake St,Dearborn St & Erie St,Subscriber,Male,1991
257526,2/24/2017 14:39,2/24/2017 14:50,673,LaSalle St & Adams St,Michigan Ave & 18th St,Subscriber,Male,1964
1313981,6/16/2017 19:33,6/16/2017 19:37,280,Desplaines St & Randolph St,Aberdeen St & Monroe St,Subscriber,Male,1978
311403,3/7/2017 12:54,3/7/2017 12:59,353,California Ave & 21st St,Albany Ave & 26th St,Subscriber,Male,1984
1521722,6/29/2017 7:46,6/29/2017 7:58,714,Western Ave & Leland Ave,Clark St & Leland Ave,Subscriber,Male,1984
1213324,6/10/2017 15:29,6/10/2017 15:43,827,Michigan Ave & Jackson Blvd,Clinton St & Lake St,Subscriber,Male,1984
248828,2/22/2017 21:58,2/22/2017 22:06,449,Wabash Ave & Roosevelt Rd,Wells St & Polk St,Subscriber,Female,1980
775453,5/10/2017 6:48,5/10/2017 6:55,435,Financial Pl & Congress Pkwy,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1977
70458,1/22/2017 11:28,1/22/2017 11:33,311,Broadway & Cornelia Ave,Pine Grove Ave & Irving Park Rd,Subscriber,Female,1987
1179261,6/8/2017 17:50,6/8/2017 18:09,1155,Emerald Ave & 28th St,Fort Dearborn Dr & 31st St,Customer,,
417252,3/28/2017 21:13,3/28/2017 21:16,198,Western Ave & Leland Ave,Lincoln Ave & Leavitt St,Subscriber,Male,1971
721759,5/3/2017 17:39,5/3/2017 17:59,1188,Wolcott Ave & Polk St,Clinton St & Madison St,Subscriber,Male,1951
861540,5/16/2017 18:33,5/16/2017 18:45,768,Wilton Ave & Diversey Pkwy,Sheffield Ave & Waveland Ave,Subscriber,Female,1984
653592,4/24/2017 20:20,4/24/2017 20:47,1584,Sheridan Rd & Noyes St (NU),Warren Park West,Subscriber,Male,1983
632418,4/23/2017 11:51,4/23/2017 12:13,1359,Lake Shore Dr & Monroe St,Burnham Harbor,Customer,,
699371,4/30/2017 14:17,4/30/2017 14:21,226,Ellis Ave & 60th St,University Ave & 57th St,Subscriber,Male,1996
1373769,6/20/2017 16:55,6/20/2017 16:57,146,Wilton Ave & Belmont Ave,Halsted St & Roscoe St,Subscriber,Male,1990
1116401,6/4/2017 22:12,6/4/2017 23:23,4206,Southport Ave & Waveland Ave,Lake Shore Dr & Monroe St,Customer,,
684566,4/27/2017 16:46,4/27/2017 16:57,661,State St & Kinzie St,Larrabee St & Division St,Subscriber,Male,1970
1098525,6/3/2017 20:41,6/3/2017 20:45,227,Lake Shore Dr & Ohio St,Fairbanks Ct & Grand Ave,Subscriber,Male,1979
811823,5/13/2017 12:23,5/13/2017 12:48,1477,Pine Grove Ave & Waveland Ave,Lake Shore Dr & Diversey Pkwy,Customer,,
186137,2/16/2017 20:15,2/16/2017 20:20,265,Franklin St & Monroe St,State St & Van Buren St,Subscriber,Male,1981
1088659,6/3/2017 13:50,6/3/2017 14:03,796,Orleans St & Chestnut St (NEXT Apts),Halsted St & Blackhawk St (*),Subscriber,Male,1958
612936,4/21/2017 7:27,4/21/2017 7:31,255,Kedzie Ave & Palmer Ct,California Ave & Milwaukee Ave,Subscriber,Male,1983
647444,4/24/2017 14:31,4/24/2017 14:46,910,Drake Ave & Fullerton Ave,Logan Blvd & Elston Ave,Subscriber,Female,1989
408688,3/27/2017 17:05,3/27/2017 17:22,985,Green St & Randolph St,Clark St & Elm St,Subscriber,Male,1958
245915,2/22/2017 17:17,2/22/2017 17:25,472,Burnham Harbor,Indiana Ave & Roosevelt Rd,Subscriber,Male,1946
513158,4/11/2017 19:38,4/11/2017 19:48,583,Clybourn Ave & Division St,Noble St & Milwaukee Ave,Subscriber,Male,1984
618918,4/21/2017 17:17,4/21/2017 17:27,622,Canal St & Monroe St (*),Clinton St & Roosevelt Rd,Subscriber,Male,1981
161156,2/12/2017 14:30,2/12/2017 14:35,298,Larrabee St & Webster Ave,Bissell St & Armitage Ave,Subscriber,Male,1990
168202,2/13/2017 19:56,2/13/2017 20:09,802,State St & Pearson St,Canal St & Madison St,Subscriber,Male,1990
1269670,6/13/2017 19:30,6/13/2017 19:41,653,Indiana Ave & Roosevelt Rd,Shedd Aquarium,Subscriber,Male,1990
631224,4/23/2017 10:26,4/23/2017 10:29,171,Halsted St & Maxwell St,Morgan Ave & 14th Pl,Subscriber,Male,1964
1233293,6/11/2017 16:44,6/11/2017 16:53,510,Milwaukee Ave & Grand Ave,Green St & Madison St,Subscriber,Male,1987
1362477,6/19/2017 20:49,6/19/2017 21:01,696,Green St & Randolph St,Eckhart Park,Subscriber,Female,1992
406869,3/27/2017 11:16,3/27/2017 11:19,162,Halsted St & Wrightwood Ave,Sheffield Ave & Fullerton Ave,Subscriber,Male,1997
836462,5/15/2017 8:35,5/15/2017 8:53,1064,Larrabee St & Division St,Wood St & Hubbard St,Subscriber,Female,1988
1545450,6/30/2017 16:39,6/30/2017 17:03,1425,Fairbanks Ct & Grand Ave,Wabash Ave & Grand Ave,Customer,,
950272,5/25/2017 12:40,5/25/2017 12:50,592,LaSalle St & Jackson Blvd,LaSalle St & Jackson Blvd,Subscriber,Male,1962
995108,5/28/2017 17:51,5/28/2017 18:14,1410,Albany Ave & Bloomingdale Ave,Damen Ave & Cortland St,Subscriber,Male,1995
860581,5/16/2017 18:01,5/16/2017 18:24,1372,Lake Shore Dr & Ohio St,Lake Shore Dr & North Blvd,Customer,,
376229,3/21/2017 17:21,3/21/2017 17:25,261,Sheffield Ave & Fullerton Ave,Southport Ave & Wrightwood Ave,Subscriber,Male,1991
701077,5/1/2017 7:32,5/1/2017 7:40,484,Ashland Ave & Grace St,Lincoln Ave & Belle Plaine Ave,Subscriber,Female,1963
930601,5/23/2017 7:15,5/23/2017 7:29,808,Larrabee St & Kingsbury St,Columbus Dr & Randolph St,Subscriber,Female,1978
1236717,6/11/2017 19:37,6/11/2017 19:45,472,Sheffield Ave & Wellington Ave,Broadway & Belmont Ave,Subscriber,Male,1988
575936,4/17/2017 17:09,4/17/2017 17:20,660,Franklin St & Lake St,Clark St & Elm St,Subscriber,Female,1992
1540051,6/30/2017 11:53,6/30/2017 11:58,275,Clark St & Montrose Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1984
383242,3/22/2017 19:42,3/22/2017 19:46,206,Wells St & Polk St,Canal St & Harrison St,Subscriber,Female,1984
677513,4/26/2017 17:37,4/26/2017 17:43,349,Drake Ave & Addison St,Drake Ave & Montrose Ave,Subscriber,Male,1952
1253799,6/12/2017 20:05,6/12/2017 20:13,505,Dayton St & North Ave,Sheffield Ave & Fullerton Ave,Subscriber,Male,1985
1194139,6/9/2017 15:37,6/9/2017 15:42,311,Southport Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,Subscriber,Male,1967
1066040,6/2/2017 8:59,6/2/2017 9:06,477,Dusable Harbor,St. Clair St & Erie St,Subscriber,Male,1980
77046,1/23/2017 17:34,1/23/2017 17:48,875,Troy St & Elston Ave,Ravenswood Ave & Irving Park Rd,Subscriber,Male,1990
29540,1/11/2017 16:47,1/11/2017 16:56,551,Daley Center Plaza,Canal St & Adams St,Subscriber,Male,1978
272906,2/28/2017 6:55,2/28/2017 7:13,1102,McClurg Ct & Erie St,Indiana Ave & Roosevelt Rd,Subscriber,Male,1992
1163325,6/7/2017 18:56,6/7/2017 19:05,561,Damen Ave & Chicago Ave,Artesian Ave & Hubbard St,Subscriber,Male,1982
468489,4/7/2017 12:59,4/7/2017 13:02,210,Noble St & Milwaukee Ave,Eckhart Park,Subscriber,Female,1966
1226945,6/11/2017 12:23,6/11/2017 12:46,1401,Damen Ave & Pierce Ave,Clark St & Grace St,Customer,,
1506153,6/27/2017 22:59,6/27/2017 23:46,2790,Fairbanks Ct & Grand Ave,Millennium Park,Customer,,
935008,5/23/2017 16:53,5/23/2017 17:02,495,Michigan Ave & Washington St,Clinton St & Madison St,Subscriber,Male,1987
235021,2/21/2017 16:47,2/21/2017 16:52,271,Kingsbury St & Kinzie St,Rush St & Hubbard St,Subscriber,Female,1977
302881,3/6/2017 8:40,3/6/2017 8:58,1127,Wood St & Hubbard St,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1985
267464,2/27/2017 9:59,2/27/2017 10:06,392,Desplaines St & Jackson Blvd,LaSalle St & Adams St,Subscriber,Male,1988
1212035,6/10/2017 14:40,6/10/2017 14:52,752,Halsted St & Maxwell St,Wells St & 19th St,Subscriber,Male,1988
1389354,6/21/2017 15:07,6/21/2017 15:17,574,Dearborn St & Monroe St,Franklin St & Monroe St,Subscriber,Female,1959
900491,5/20/2017 9:53,5/20/2017 10:16,1355,Shedd Aquarium,Mies van der Rohe Way & Chestnut St,Customer,,
1432018,6/23/2017 20:44,6/23/2017 21:13,1774,Clarendon Ave & Junior Ter,Sheridan Rd & Loyola Ave,Subscriber,Female,1990
306099,3/6/2017 17:16,3/6/2017 17:23,420,Franklin St & Monroe St,Orleans St & Ohio St,Subscriber,Male,1984
708081,5/2/2017 8:27,5/2/2017 8:56,1738,Southport Ave & Wellington Ave,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1977
518097,4/12/2017 12:58,4/12/2017 13:26,1655,Lake Shore Dr & North Blvd,McClurg Ct & Illinois St,Customer,,
49084,1/18/2017 8:52,1/18/2017 9:10,1101,State St & Pearson St,Wacker Dr & Washington St,Subscriber,Male,1984
794558,5/12/2017 5:45,5/12/2017 5:53,471,Sedgwick St & Huron St,St. Clair St & Erie St,Subscriber,Female,1989
420071,3/29/2017 12:23,3/29/2017 12:30,472,Dearborn St & Monroe St,Wabash Ave & 8th St,Subscriber,Male,1989
578913,4/17/2017 21:11,4/17/2017 21:15,237,Clark St & Randolph St,Millennium Park,Subscriber,Male,1980
560279,4/16/2017 12:38,4/16/2017 13:03,1501,Clark St & Armitage Ave,Sheffield Ave & Waveland Ave,Subscriber,Male,1981
543,1/1/2017 12:21,1/1/2017 12:50,1719,Cannon Dr & Fullerton Ave,Lakefront Trail & Bryn Mawr Ave,Customer,,
815620,5/13/2017 15:05,5/13/2017 15:07,116,Columbus Dr & Randolph St,Columbus Dr & Randolph St,Subscriber,Male,1984
1226145,6/11/2017 11:50,6/11/2017 12:01,705,Lake Shore Dr & North Blvd,Wells St & Huron St,Subscriber,Male,1986
1541023,6/30/2017 12:57,6/30/2017 13:21,1446,Artesian Ave & Hubbard St,Racine Ave (May St) & Fulton St,Customer,,
1119585,6/5/2017 8:16,6/5/2017 8:36,1218,Morgan Ave & 14th Pl,Michigan Ave & Madison St,Subscriber,Female,1968
482254,4/8/2017 16:54,4/8/2017 17:21,1579,Fort Dearborn Dr & 31st St,Burnham Harbor,Customer,,
42733,1/16/2017 19:14,1/16/2017 19:19,319,Milwaukee Ave & Wabansia Ave,Wood St & Milwaukee Ave,Subscriber,Male,1984
1197679,6/9/2017 17:34,6/9/2017 17:57,1365,Wood St & Milwaukee Ave,Oakley Ave & Irving Park Rd,Subscriber,Male,1971
710130,5/2/2017 14:55,5/2/2017 14:57,149,900 W Harrison St,Racine Ave & Congress Pkwy,Subscriber,Male,1961
583626,4/18/2017 12:31,4/18/2017 12:39,489,Racine Ave & Belmont Ave,Sheffield Ave & Fullerton Ave,Subscriber,Male,1984
893961,5/18/2017 23:29,5/18/2017 23:33,269,Damen Ave & Division St,Western Ave & Walton St,Subscriber,Male,1995
551867,4/15/2017 16:34,4/15/2017 16:42,455,Wilton Ave & Belmont Ave,Sheffield Ave & Waveland Ave,Customer,,
599752,4/19/2017 19:12,4/19/2017 19:26,875,Clifton Ave & Armitage Ave,Noble St & Milwaukee Ave,Subscriber,Female,1974
1483507,6/26/2017 18:05,6/26/2017 18:08,169,Clinton St & Tilden St,Clinton St & Polk St (*),Subscriber,Male,1989
49985,1/18/2017 13:09,1/18/2017 13:24,891,Wells St & Evergreen Ave,Clinton St & Madison St,Subscriber,Male,1970
1400069,6/22/2017 6:31,6/22/2017 6:35,255,Stockton Dr & Wrightwood Ave,Halsted St & Wrightwood Ave,Subscriber,Male,1992
411825,3/28/2017 7:56,3/28/2017 8:03,422,Canal St & Madison St,Michigan Ave & Lake St,Subscriber,Male,1975
