,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1003256,2/14/2017 5:51,2/14/2017 5:54,176,E 15 St & 3 Ave,E 17 St & Broadway,Subscriber,Female,1991
3719188,5/3/2017 17:41,5/3/2017 17:52,655,Broadway & E 22 St,W 38 St & 8 Ave,Subscriber,Male,1979
4711599,5/23/2017 18:55,5/23/2017 19:14,1168,West St & Chambers St,11 Ave & W 41 St,Subscriber,Male,1989
4117792,5/11/2017 19:56,5/11/2017 20:06,589,Henry St & Atlantic Ave,Baltic St & 5 Ave,Subscriber,Female,1992
354217,1/17/2017 20:25,1/17/2017 20:34,508,W 15 St & 7 Ave,W 26 St & 10 Ave,Subscriber,Male,1979
3040894,4/19/2017 10:10,4/19/2017 10:25,904,E 72 St & York Ave,W 78 St & Broadway,Subscriber,Male,1976
3208000,4/23/2017 13:22,4/23/2017 13:33,668,Canal St & Rutgers St,Fulton St & Broadway,Subscriber,Female,1986
1574690,3/2/2017 13:08,3/2/2017 13:22,879,West Thames St,W Broadway & Spring St,Subscriber,Male,1951
4289500,5/16/2017 8:27,5/16/2017 8:30,185,Broadway & W 53 St,W 54 St & 9 Ave,Subscriber,Male,1964
3853784,5/6/2017 17:33,5/6/2017 17:47,803,W 18 St & 6 Ave,Greenwich Ave & 8 Ave,Subscriber,Female,1955
6412921,6/24/2017 14:37,6/24/2017 14:43,357,2 Ave & 9 St,3 St & Hoyt St,Subscriber,Male,1989
6149541,6/20/2017 8:56,6/20/2017 9:02,351,W 100 St & Broadway,W 87 St  & Amsterdam Ave,Subscriber,Male,1981
6727199,6/29/2017 16:00,6/29/2017 16:17,1039,E 15 St & 3 Ave,E 39 St & 3 Ave,Subscriber,Male,1984
3481552,4/29/2017 13:25,4/29/2017 13:35,637,Norman Ave & Leonard St - 2,Bushwick Ave & Powers St,Subscriber,Male,1982
1075322,2/16/2017 10:51,2/16/2017 11:03,709,E 7 St & Avenue A,2 Ave & E 31 St,Subscriber,Female,1965
2056753,3/24/2017 20:38,3/24/2017 20:43,344,Pike St & E Broadway,Warren St & Church St,Subscriber,Male,1990
4746877,5/24/2017 13:13,5/24/2017 13:37,1442,W 52 St & 6 Ave,W 15 St & 7 Ave,Subscriber,Female,1965
3739868,5/4/2017 6:37,5/4/2017 6:52,906,W 64 St & West End Ave,E 72 St & York Ave,Subscriber,Male,1984
1510977,2/28/2017 18:54,2/28/2017 19:12,1060,Central Park North & Adam Clayton Powell Blvd,Central Park North & Adam Clayton Powell Blvd,Subscriber,Male,1983
6159644,6/20/2017 12:30,6/20/2017 12:38,448,1 Ave & E 16 St,Washington Pl & Broadway,Subscriber,Male,1989
3602495,5/1/2017 18:20,5/1/2017 18:28,486,Rivington St & Ridge St,1 Ave & E 16 St,Subscriber,Female,1986
4504820,5/19/2017 15:02,5/19/2017 15:04,121,W 17 St & 8 Ave,W 22 St & 8 Ave,Subscriber,Male,1989
575038,1/26/2017 12:53,1/26/2017 12:58,287,W 21 St & 6 Ave,W 15 St & 7 Ave,Subscriber,Male,1950
3984592,5/9/2017 16:38,5/9/2017 17:14,2153,Grand Army Plaza & Central Park S,Barclay St & Church St,Subscriber,Male,1970
2022072,3/23/2017 20:02,3/23/2017 20:09,374,Duffield St & Willoughby St,Atlantic Ave & Furman St,Subscriber,Male,1961
1663141,3/6/2017 8:42,3/6/2017 8:46,240,W 20 St & 7 Ave,W 13 St & Hudson St,Subscriber,Male,1991
6250942,6/21/2017 18:20,6/21/2017 18:25,333,W 31 St & 7 Ave,Broadway & W 24 St,Subscriber,Male,1970
6255019,6/21/2017 18:55,6/21/2017 19:21,1528,Mercer St & Spring St,W 13 St & Hudson St,Customer,,
2252355,4/1/2017 12:23,4/1/2017 12:33,630,W 20 St & 11 Ave,Greenwich St & W Houston St,Subscriber,Male,1970
2410210,4/5/2017 16:23,4/5/2017 16:47,1451,N 12 St & Bedford Ave,Clinton Ave & Flushing Ave,Customer,,
903405,2/7/2017 9:04,2/7/2017 9:38,2045,Clermont Ave & Lafayette Ave,E 16 St & 5 Ave,Subscriber,Male,1977
2737780,4/13/2017 10:29,4/13/2017 10:35,321,W 13 St & 5 Ave,W 25 St & 6 Ave,Subscriber,Male,1989
3671599,5/2/2017 19:54,5/2/2017 19:58,288,Broadway & E 14 St,St Marks Pl & 2 Ave,Subscriber,Female,1991
6321625,6/22/2017 18:54,6/22/2017 19:12,1068,W 63 St & Broadway,Broadway & W 41 St,Subscriber,Male,1987
116440,1/6/2017 16:44,1/6/2017 16:50,376,Broadway & W 39 St,Pershing Square North,Subscriber,Male,1947
3181826,4/22/2017 18:08,4/22/2017 18:18,632,E 2 St & Avenue C,Cooper Square & E 7 St,Subscriber,Female,1977
545132,1/25/2017 15:43,1/25/2017 15:50,408,State St & Smith St,Dean St & 4 Ave,Subscriber,Male,1955
6310057,6/22/2017 17:13,6/22/2017 17:18,304,Milton St & Franklin St,Kent Ave & N 7 St,Subscriber,Female,1992
3364849,4/27/2017 12:36,4/27/2017 12:50,835,Barrow St & Hudson St,E 10 St & Avenue A,Subscriber,Female,1995
274620,1/13/2017 17:53,1/13/2017 17:56,208,E 16 St & Irving Pl,1 Ave & E 16 St,Subscriber,Male,1989
833513,2/4/2017 13:08,2/4/2017 13:27,1158,Greenwich Ave & 8 Ave,W 53 St & 10 Ave,Subscriber,Male,1994
2279250,4/2/2017 12:29,4/2/2017 12:56,1591,Central Park West & W 85 St,Central Park North & Adam Clayton Powell Blvd,Customer,,
2386563,4/5/2017 7:40,4/5/2017 7:57,1008,E 15 St & 3 Ave,E 48 St & 5 Ave,Subscriber,Female,1982
3927257,5/8/2017 15:57,5/8/2017 16:08,612,9 Ave & W 22 St,12 Ave & W 40 St,Subscriber,Male,1974
3188019,4/22/2017 21:23,4/22/2017 21:41,1099,E 33 St & 5 Ave,E 47 St & Park Ave,Customer,,
3836269,5/6/2017 13:19,5/6/2017 13:25,368,Lexington Ave & E 24 St,W 20 St & 7 Ave,Subscriber,Male,1984
2994258,4/18/2017 13:00,4/18/2017 13:17,978,Sullivan St & Washington Sq,E 27 St & 1 Ave,Subscriber,Female,1993
1664135,3/6/2017 8:57,3/6/2017 9:06,546,1 Ave & E 30 St,Broadway & W 36 St,Subscriber,Male,1987
2133754,3/27/2017 21:34,3/27/2017 21:38,259,W 21 St & 6 Ave,E 17 St & Broadway,Subscriber,Male,1955
1957945,3/21/2017 18:08,3/21/2017 18:20,728,E 45 St & 3 Ave,W 33 St & 7 Ave,Subscriber,Male,1972
54341,1/4/2017 13:31,1/4/2017 14:00,1693,Perry St & Bleecker St,12 Ave & W 40 St,Customer,,
1876759,3/13/2017 18:37,3/13/2017 18:59,1311,Cliff St & Fulton St,E 33 St & 2 Ave,Subscriber,Male,1985
208522,1/12/2017 5:49,1/12/2017 5:53,207,Fulton St & William St,Reade St & Broadway,Subscriber,Female,1989
1729512,3/8/2017 9:30,3/8/2017 9:37,439,E 80 St & 2 Ave,1 Ave & E 68 St,Subscriber,Male,1981
6453212,6/25/2017 10:47,6/25/2017 10:52,263,Clinton St & Joralemon St,Brooklyn Bridge Park - Pier 2,Subscriber,Female,1964
3151086,4/21/2017 19:35,4/21/2017 19:52,1013,Sullivan St & Washington Sq,W 22 St & 8 Ave,Subscriber,Female,1942
5829243,6/13/2017 21:16,6/13/2017 22:00,2613,W 20 St & 8 Ave,W 106 St & Central Park West,Subscriber,,
5020863,5/30/2017 20:14,5/30/2017 20:32,1101,Fulton St & William St,Madison St & Clinton St,Subscriber,Male,1985
807110,2/3/2017 10:52,2/3/2017 11:13,1222,Liberty St & Broadway,Old Fulton St,Subscriber,Male,1962
6758589,6/30/2017 1:57,6/30/2017 2:31,2055,West End Ave & W 94 St,West End Ave & W 94 St,Customer,,
1634775,3/4/2017 14:52,3/4/2017 15:08,961,E 4 St & 2 Ave,Peck Slip & Front St,Subscriber,Female,1987
1570254,3/2/2017 10:00,3/2/2017 10:33,1963,Amsterdam Ave & W 79 St,W 24 St & 7 Ave,Subscriber,Male,1968
4952147,5/29/2017 10:55,5/29/2017 11:02,418,E 39 St & 2 Ave,Broadway & W 36 St,Subscriber,,
1282193,2/22/2017 18:03,2/22/2017 18:10,418,W 52 St & 11 Ave,W 45 St & 8 Ave,Subscriber,Male,1967
2292974,4/2/2017 16:01,4/2/2017 16:19,1100,E 9 St & Avenue C,E 47 St & Park Ave,Subscriber,Female,1994
6329254,6/22/2017 20:38,6/22/2017 21:02,1456,Carmine St & 6 Ave,S 5 Pl & S 4 St,Subscriber,Male,1986
3537462,4/30/2017 13:43,4/30/2017 13:44,87,2 Ave & E 31 St,1 Ave & E 30 St,Subscriber,Male,1978
795936,2/2/2017 22:52,2/2/2017 22:57,293,E 53 St & Madison Ave,E 52 St & 2 Ave,Subscriber,Male,1993
244034,1/12/2017 20:23,1/12/2017 20:40,1002,Pearl St & Hanover Square,St Marks Pl & 1 Ave,Subscriber,Female,1990
898643,2/6/2017 23:39,2/6/2017 23:47,458,W 18 St & 6 Ave,W 31 St & 7 Ave,Subscriber,Male,1978
3389899,4/27/2017 19:01,4/27/2017 19:05,251,S 5 Pl & S 4 St,Hope St & Union Ave,Subscriber,Male,1986
5060252,5/31/2017 17:17,5/31/2017 17:25,451,W 21 St & 6 Ave,E 25 St & 2 Ave,Subscriber,Female,1958
295836,1/15/2017 3:55,1/15/2017 9:40,20697,Broadway & W 39 St,W 42 St & 8 Ave,Customer,,
1775784,3/9/2017 9:44,3/9/2017 9:50,349,W 20 St & 11 Ave,8 Ave & W 16 St,Subscriber,Male,1978
5292283,6/4/2017 12:52,6/4/2017 13:35,2611,Central Park North & Adam Clayton Powell Blvd,W 55 St & 6 Ave,Customer,,
2077146,3/25/2017 15:12,3/25/2017 15:36,1436,N 15 St & Wythe Ave,S 3 St & Bedford Ave,Subscriber,Female,1978
1210064,2/20/2017 16:03,2/20/2017 16:13,588,Centre St & Chambers St,Cleveland Pl & Spring St,,Male,1988
5948088,6/15/2017 19:23,6/15/2017 19:50,1651,5 Ave & E 63 St,Central Park North & Adam Clayton Powell Blvd,Customer,,
1874426,3/13/2017 17:54,3/13/2017 18:22,1665,Bushwick Ave & Powers St,S Portland Ave & Hanson Pl,Subscriber,Male,1973
4657644,5/22/2017 19:25,5/22/2017 19:36,654,8 Ave & W 16 St,Lexington Ave & E 29 St,Subscriber,Male,1989
1424860,2/26/2017 13:05,2/26/2017 13:19,873,9 Ave & W 22 St,Cleveland Pl & Spring St,Subscriber,Male,1977
4357792,5/17/2017 8:58,5/17/2017 9:27,1741,Pershing Square North,Madison St & Montgomery St,Subscriber,Male,1963
2600756,4/10/2017 18:06,4/10/2017 18:28,1285,West Thames St,Pier 40 - Hudson River Park,Subscriber,Female,1960
798354,2/3/2017 7:17,2/3/2017 7:30,808,1 Ave & E 78 St,E 48 St & 5 Ave,Subscriber,Male,1978
1640392,3/4/2017 20:44,3/4/2017 20:58,839,W 26 St & 8 Ave,W 52 St & 9 Ave,Subscriber,Male,1985
1260240,2/22/2017 8:21,2/22/2017 8:33,731,Hanson Pl & Ashland Pl,Lawrence St & Willoughby St,Subscriber,Male,1976
5023159,5/30/2017 21:21,5/30/2017 21:28,422,Bond St & Fulton St,Hicks St & Montague St,Subscriber,Male,1951
186680,1/11/2017 10:46,1/11/2017 10:52,370,E 30 St & Park Ave S,E 20 St & Park Ave,Subscriber,Male,1989
1844314,3/12/2017 11:18,3/12/2017 11:41,1361,Atlantic Ave & Furman St,Stanton St & Chrystie St,Subscriber,Male,1985
5020313,5/30/2017 20:03,5/30/2017 20:07,249,3 St & 7 Ave,Prospect Park West & 8 St,Subscriber,Male,1978
6383036,6/23/2017 18:42,6/23/2017 19:00,1080,12 Ave & W 40 St,W 41 St & 8 Ave,Subscriber,Male,1990
1825419,3/10/2017 21:02,3/10/2017 21:08,340,Broadway & W 24 St,Broadway & E 14 St,Subscriber,Male,1974
2841387,4/15/2017 12:32,4/15/2017 12:41,573,E 40 St & 5 Ave,Broadway & W 24 St,Customer,,
549409,1/25/2017 17:20,1/25/2017 17:34,785,1 Ave & E 44 St,1 Ave & E 78 St,Subscriber,Male,1967
1687578,3/6/2017 20:47,3/6/2017 20:51,284,Willoughby St & Fleet St,Clinton Ave & Myrtle Ave,Subscriber,Male,1972
5747160,6/12/2017 16:56,6/12/2017 17:03,403,E 2 St & Avenue B,Mott St & Prince St,Subscriber,Male,1979
328966,1/16/2017 17:09,1/16/2017 17:13,276,Cooper Square & E 7 St,E 6 St & Avenue B,Subscriber,Female,1992
3840923,5/6/2017 14:19,5/6/2017 14:37,1045,E 27 St & 1 Ave,W 26 St & 10 Ave,Subscriber,Male,1991
4908312,5/28/2017 10:45,5/28/2017 10:53,448,E 23 St & 1 Ave,E 20 St & Park Ave,Subscriber,Female,1969
5449786,6/7/2017 16:55,6/7/2017 17:00,301,Metropolitan Ave & Bedford Ave,S 5 Pl & S 4 St,Subscriber,Female,1966
958521,2/8/2017 20:04,2/8/2017 20:10,361,Grand Army Plaza & Plaza St West,6 St & 7 Ave,Subscriber,Female,1968
5366135,6/5/2017 20:19,6/5/2017 20:44,1478,West Thames St,Catherine St & Monroe St,Customer,,
6623805,6/27/2017 22:27,6/27/2017 22:30,158,W 34 St & 11 Ave,8 Ave & W 33 St,Subscriber,Male,1964
2110407,3/27/2017 7:30,3/27/2017 7:41,654,12 Ave & W 40 St,Broadway & W 53 St,Subscriber,Male,1977
2214064,3/30/2017 11:59,3/30/2017 12:18,1155,W 26 St & 10 Ave,Mott St & Prince St,Subscriber,Male,1959
3612422,5/1/2017 20:25,5/1/2017 20:31,374,Center Blvd & Borden Ave,48 Ave & 5 St,Customer,,
3797126,5/5/2017 6:49,5/5/2017 7:11,1310,E 2 St & Avenue B,Vesey Pl & River Terrace,Subscriber,Female,1981
5168879,6/2/2017 9:54,6/2/2017 10:00,343,Willoughby St & Fleet St,Carlton Ave & Park Ave,Subscriber,Female,1984
1397648,2/25/2017 13:28,2/25/2017 13:31,186,Carroll St & 6 Ave,Prospect Pl & 6 Ave,Subscriber,Male,1983
2914376,4/16/2017 20:11,4/16/2017 20:18,419,Mott St & Prince St,E 3 St & 1 Ave,Subscriber,Female,1950
4230068,5/15/2017 7:50,5/15/2017 8:25,2054,Riverside Dr & W 89 St,Barclay St & Church St,Subscriber,Male,1976
3647035,5/2/2017 14:57,5/2/2017 15:05,483,Atlantic Ave & Fort Greene Pl,Lafayette Ave & Classon Ave,Subscriber,Male,1976
678096,1/30/2017 8:48,1/30/2017 9:08,1184,St Marks Pl & 2 Ave,5 Ave & E 29 St,Subscriber,Male,1981
5154055,6/2/2017 6:20,6/2/2017 6:33,783,W 41 St & 8 Ave,1 Ave & E 16 St,Subscriber,Male,1955
3841421,5/6/2017 14:27,5/6/2017 14:35,485,S 5 Pl & S 4 St,Norfolk St & Broome St,Subscriber,Male,1983
2738089,4/13/2017 10:39,4/13/2017 10:54,871,Broad St & Bridge St,Harrison St & Hudson St,Subscriber,Female,1990
4472424,5/18/2017 22:47,5/18/2017 22:50,207,Fulton St & Adams St,Schermerhorn St & Court St,Customer,Male,1995
3578624,5/1/2017 12:00,5/1/2017 12:23,1345,Metropolitan Ave & Meeker Ave,Johnson St & Gold St,Subscriber,Male,1969
5813346,6/13/2017 17:54,6/13/2017 17:58,263,Laight St & Hudson St,West St & Chambers St,Subscriber,Male,1971
6147550,6/20/2017 8:35,6/20/2017 8:47,746,E 10 St & 5 Ave,E 2 St & Avenue C,Subscriber,Male,1954
3087441,4/20/2017 13:53,4/20/2017 15:23,5388,W 33 St & 7 Ave,5 Ave & E 73 St,Subscriber,Male,1987
479167,1/22/2017 9:49,1/22/2017 9:54,261,9 Ave & W 22 St,W 18 St & 6 Ave,Subscriber,Male,1960
1298049,2/23/2017 8:10,2/23/2017 8:23,784,12 Ave & W 40 St,W 52 St & 5 Ave,Subscriber,Male,1978
4967904,5/29/2017 18:33,5/29/2017 18:38,286,W 37 St & Broadway,Broadway & W 29 St,Subscriber,Male,1970
6776238,6/30/2017 11:24,6/30/2017 11:28,235,N 8 St & Driggs Ave,N 15 St & Wythe Ave,Subscriber,Male,1981
1100731,2/17/2017 9:18,2/17/2017 9:27,496,W 43 St & 6 Ave,W 46 St & 11 Ave,Subscriber,Male,1984
2086111,3/25/2017 19:41,3/25/2017 19:48,386,Hope St & Union Ave,N 6 St & Bedford Ave,Subscriber,Male,1993
1213045,2/20/2017 17:07,2/20/2017 17:26,1146,Greenwich St & Warren St,E 2 St & Avenue B,Subscriber,Male,1962
1720549,3/8/2017 6:39,3/8/2017 6:53,805,W 76 St & Columbus Ave,W 39 St & 9 Ave,Subscriber,Female,1983
533301,1/25/2017 8:57,1/25/2017 9:09,691,Greenwich Ave & 8 Ave,Grand St & Greene St,Subscriber,Male,1987
5219211,6/3/2017 0:15,6/3/2017 0:29,854,Lexington Ave & E 24 St,E 55 St & Lexington Ave,Subscriber,Male,1994
5989223,6/16/2017 15:39,6/16/2017 15:48,546,W 27 St & 10 Ave,W 21 St & 6 Ave,Subscriber,Male,1989
943851,2/8/2017 15:34,2/8/2017 15:46,679,Forsyth St & Broome St,Broadway & Battery Pl,Subscriber,Male,1985
3299772,4/25/2017 12:11,4/25/2017 12:21,604,E 32 St & Park Ave,University Pl & E 14 St,Subscriber,,1998
5875449,6/14/2017 18:14,6/14/2017 18:20,362,W Broadway & Spring St,Greenwich Ave & Charles St,Subscriber,Male,1988
4086022,5/11/2017 11:24,5/11/2017 11:42,1098,Bialystoker Pl & Delancey St,S 5 Pl & S 4 St,Customer,,
6675396,6/28/2017 18:25,6/28/2017 18:37,693,W 55 St & 6 Ave,E 74 St & 1 Ave,Subscriber,Male,1982
1125658,2/18/2017 10:07,2/18/2017 10:10,155,S 4 St & Rodney St,Hope St & Union Ave,Subscriber,Female,1980
4974297,5/29/2017 22:38,5/29/2017 23:04,1570,E 20 St & FDR Drive,South St & Whitehall St,Subscriber,Male,1987
3530890,4/30/2017 12:03,4/30/2017 12:09,395,Baltic St & 5 Ave,Atlantic Ave & Fort Greene Pl,Customer,,
2736676,4/13/2017 9:58,4/13/2017 10:00,169,W 38 St & 8 Ave,Broadway & W 37 St,Subscriber,Male,1962
5273018,6/3/2017 22:15,6/3/2017 22:21,302,Degraw St & Smith St,Court St & Nelson St,Subscriber,Male,1967
4594321,5/21/2017 11:26,5/21/2017 11:40,836,Broadway & W 36 St,5 Ave & E 63 St,Customer,,
2829810,4/15/2017 6:48,4/15/2017 7:10,1345,Grand Army Plaza & Central Park S,Central Park S & 6 Ave,Customer,Male,1965
1649696,3/5/2017 15:14,3/5/2017 15:38,1449,W 24 St & 7 Ave,E 7 St & Avenue A,Subscriber,Female,1961
6029398,6/17/2017 14:56,6/17/2017 15:22,1596,Old Slip & Front St,W 41 St & 8 Ave,Subscriber,Male,1988
4555302,5/20/2017 13:40,5/20/2017 14:07,1598,E 51 St & Lexington Ave,12 Ave & W 40 St,Subscriber,Female,1990
4215988,5/14/2017 18:06,5/14/2017 18:26,1242,Allen St & Stanton St,1 Ave & E 44 St,Customer,,
2256173,4/1/2017 14:17,4/1/2017 14:32,891,Columbus Ave & W 72 St,E 52 St & 2 Ave,Subscriber,Male,1991
1936294,3/21/2017 8:16,3/21/2017 8:38,1270,E 81 St & 3 Ave,E 39 St & 3 Ave,Subscriber,Female,1986
2387569,4/5/2017 7:58,4/5/2017 8:14,968,Great Jones St,Broadway & W 41 St,Subscriber,Male,1991
3959989,5/9/2017 8:23,5/9/2017 8:30,409,E 25 St & 2 Ave,E 33 St & 5 Ave,Subscriber,Male,1977
2605624,4/10/2017 18:56,4/10/2017 18:58,128,York St & Jay St,Front St & Gold St,Subscriber,Male,1968
6226567,6/21/2017 12:24,6/21/2017 12:35,621,Greenpoint Ave & Manhattan Ave,Metropolitan Ave & Bedford Ave,Subscriber,Male,1997
4248952,5/15/2017 14:30,5/15/2017 14:40,584,Liberty St & Broadway,West St & Chambers St,Subscriber,Male,1965
2161689,3/29/2017 8:11,3/29/2017 8:16,306,DeKalb Ave & Vanderbilt Ave,Carlton Ave & Flushing Ave,Subscriber,Male,1989
1646258,3/5/2017 12:48,3/5/2017 12:52,240,Hancock St & Bedford Ave,Lexington Ave & Classon Ave,Subscriber,Male,1985
1166918,2/19/2017 13:45,2/19/2017 13:50,324,Norfolk St & Broome St,Henry St & Grand St,Subscriber,Female,1960
2630118,4/11/2017 10:22,4/11/2017 10:44,1350,E 17 St & Broadway,Centre St & Chambers St,Subscriber,Male,1957
3121212,4/21/2017 9:01,4/21/2017 9:10,537,W 18 St & 6 Ave,W 43 St & 6 Ave,Subscriber,Male,1999
524090,1/24/2017 19:34,1/24/2017 19:42,466,E 47 St & Park Ave,Broadway & W 53 St,Subscriber,Male,1966
5885205,6/14/2017 20:01,6/14/2017 20:20,1137,3 Ave & E 62 St,Lafayette St & Jersey St,Subscriber,Male,1972
1553052,3/1/2017 19:39,3/1/2017 19:44,308,Murray St & West St,Little West St & 1 Pl,Subscriber,,
5105510,6/1/2017 11:17,6/1/2017 11:22,321,Carroll St & 5 Ave,6 Ave & 9 St,Subscriber,Male,1962
5614278,6/10/2017 10:15,6/10/2017 10:25,619,Avenue D & E 12 St,Canal St & Rutgers St,Subscriber,Male,1961
4893598,5/27/2017 18:56,5/27/2017 19:25,1775,E 15 St & 3 Ave,7 Ave & Park Pl,Subscriber,Male,1993
3025119,4/18/2017 22:19,4/18/2017 22:32,761,Broadway & W 60 St,W 92 St & Broadway,Subscriber,Female,1992
3374999,4/27/2017 16:10,4/27/2017 16:23,743,W 52 St & 11 Ave,8 Ave & W 33 St,Subscriber,Male,1971
2814312,4/14/2017 17:34,4/14/2017 17:46,725,S 3 St & Bedford Ave,Myrtle Ave & Marcy Ave,Subscriber,Female,1986
3897478,5/7/2017 20:14,5/7/2017 20:43,1736,Reed St & Van Brunt St,Clinton St & Joralemon St,Customer,Male,1975
5163294,6/2/2017 8:45,6/2/2017 8:54,539,Fulton St & Grand Ave,Lafayette Ave & Fort Greene Pl,Subscriber,Male,1975
2078600,3/25/2017 15:43,3/25/2017 16:03,1176,1 Ave & E 62 St,2 Ave & E 31 St,Subscriber,Female,1993
988962,2/13/2017 13:01,2/13/2017 13:03,130,E 32 St & Park Ave,Lexington Ave & E 29 St,Subscriber,Male,1966
3875577,5/7/2017 11:33,5/7/2017 11:42,547,E 30 St & Park Ave S,1 Ave & E 16 St,Subscriber,Male,1986
1391035,2/25/2017 11:31,2/25/2017 11:48,1022,W 47 St & 10 Ave,MacDougal St & Prince St,Subscriber,Male,1971
566096,1/26/2017 7:42,1/26/2017 7:58,930,Perry St & Bleecker St,Water - Whitehall Plaza,Subscriber,Male,1978
4579921,5/20/2017 20:42,5/20/2017 20:54,747,Central Park West & W 85 St,Broadway & W 60 St,Subscriber,Female,1966
622695,1/27/2017 18:38,1/27/2017 18:48,631,E 13 St & Avenue A,Henry St & Grand St,Subscriber,Male,1982
4604719,5/21/2017 13:41,5/21/2017 14:11,1793,Pearl St & Anchorage Pl,E 7 St & Avenue A,Customer,,
2943077,4/17/2017 14:42,4/17/2017 14:47,253,6 Ave & W 33 St,W 24 St & 7 Ave,Subscriber,Male,1962
6349160,6/23/2017 9:14,6/23/2017 9:16,122,E 23 St & 1 Ave,E 27 St & 1 Ave,Subscriber,Male,1985
11288,1/1/2017 16:49,1/1/2017 17:12,1402,Berry St & N 8 St,Nassau St & Navy St,Customer,,
4103737,5/11/2017 17:20,5/11/2017 17:39,1166,E 51 St & Lexington Ave,Cooper Square & E 7 St,Subscriber,Male,1978
1489518,2/28/2017 10:10,2/28/2017 10:20,616,8 Ave & W 33 St,Broadway & W 51 St,Subscriber,Male,1971
4567474,5/20/2017 16:45,5/20/2017 16:52,446,Mott St & Prince St,E 2 St & Avenue B,Subscriber,Male,1986
5600808,6/9/2017 20:40,6/9/2017 20:42,116,Old Fulton St,Front St & Washington St,Subscriber,Male,1996
5591792,6/9/2017 18:27,6/9/2017 18:48,1249,E 81 St & York Ave,21 St & Queens Plaza North,Subscriber,Male,1963
3367409,4/27/2017 13:36,4/27/2017 13:44,507,W Broadway & Spring St,Forsyth St & Canal St,Subscriber,Female,1993
1186170,2/19/2017 19:39,2/19/2017 19:52,798,Murray St & West St,Centre St & Chambers St,Customer,,
665650,1/29/2017 17:03,1/29/2017 17:07,227,E 27 St & 1 Ave,Lexington Ave & E 29 St,Subscriber,Male,1990
6573236,6/27/2017 9:07,6/27/2017 9:15,459,W 59 St & 10 Ave,Grand Army Plaza & Central Park S,Subscriber,Male,1982
6283332,6/22/2017 9:05,6/22/2017 9:31,1560,W 67 St & Broadway,W 67 St & Broadway,Subscriber,Female,1955
936807,2/8/2017 12:10,2/8/2017 12:25,935,E 9 St & Avenue C,Broadway & E 14 St,Subscriber,Female,1983
3697471,5/3/2017 10:52,5/3/2017 10:57,330,Washington Ave & Greene Ave,Atlantic Ave & Fort Greene Pl,Subscriber,Male,1986
942178,2/8/2017 14:49,2/8/2017 14:56,427,Pearl St & Anchorage Pl,Henry St & Poplar St,Subscriber,Male,1991
2828873,4/15/2017 0:50,4/15/2017 0:59,510,W 37 St & 5 Ave,E 23 St & 1 Ave,Subscriber,Male,1983
6814111,6/30/2017 22:03,6/30/2017 22:16,837,Lexington Ave & E 24 St,E 51 St & 1 Ave,Subscriber,Male,1981
3541323,4/30/2017 14:43,4/30/2017 14:52,553,Great Jones St,University Pl & E 14 St,Subscriber,Male,1995
1771576,3/9/2017 8:42,3/9/2017 8:47,309,E 20 St & 2 Ave,St Marks Pl & 2 Ave,Subscriber,Male,1972
5241549,6/3/2017 14:06,6/3/2017 14:32,1607,Old Fulton St,Sands St & Navy St,Subscriber,Male,1983
419649,1/19/2017 20:18,1/19/2017 20:22,276,E 20 St & 2 Ave,Lexington Ave & E 29 St,Subscriber,Male,1989
4858017,5/27/2017 8:16,5/27/2017 8:19,202,48 Ave & 5 St,45 Rd & 11 St,Subscriber,Male,1975
6634834,6/28/2017 8:23,6/28/2017 8:29,403,Bergen St & Flatbush Ave,Bergen St & Smith St,Subscriber,Male,1985
4535462,5/19/2017 23:25,5/19/2017 23:52,1616,Johnson St & Gold St,McGuinness Blvd & Eagle St,Subscriber,Male,1989
3983050,5/9/2017 16:10,5/9/2017 16:25,910,Columbia St & Rivington St,W 13 St & 7 Ave,Subscriber,Male,1960
2466252,4/7/2017 14:08,4/7/2017 14:12,266,Pershing Square North,E 48 St & 5 Ave,Subscriber,Male,1974
3512112,4/29/2017 20:17,4/29/2017 20:59,2520,Henry St & Poplar St,Monroe St & Tompkins Ave,Customer,,
3998294,5/9/2017 18:57,5/9/2017 19:05,501,Grand St & Greene St,Norfolk St & Broome St,Subscriber,Male,1990
3651692,5/2/2017 16:21,5/2/2017 16:27,369,W 26 St & 8 Ave,W 39 St & 9 Ave,Subscriber,Male,1952
2166767,3/29/2017 9:27,3/29/2017 9:40,757,Cooper Square & E 7 St,Watts St & Greenwich St,Subscriber,Male,1990
5492740,6/8/2017 9:36,6/8/2017 9:55,1157,9 Ave & W 28 St,Broadway & W 51 St,Subscriber,Female,1986
5917849,6/15/2017 12:40,6/15/2017 12:45,319,E 59 St & Madison Ave,E 68 St & Madison Ave,Subscriber,Male,1981
3620551,5/2/2017 7:05,5/2/2017 7:22,1030,6 Ave & Canal St,8 Ave & W 31 St,Subscriber,Male,1988
5129535,6/1/2017 17:42,6/1/2017 17:48,322,Greenwich Ave & 8 Ave,E 12 St & 3 Ave,Subscriber,Male,1988
6090830,6/18/2017 19:23,6/18/2017 19:38,912,Graham Ave & Grand St,N 12 St & Bedford Ave,Subscriber,Male,1981
